urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale	q05	q95	n_syn_used	band_source	file_path
urn:mavedb:00000984-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DHFR-based selection ties domain stability to yeast growth; counts before/after selection analyzed with DiMSum to derive fitness, and scores normalized so WT=0 (methodText: DiMSum, WT normalized fitness equals zero; unstable domains reduce growth).	-0.932699405662192	0.4578122453827939	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000984-a-1.scores.csv
urn:mavedb:00000985-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-based growth selection with input/output sequencing; scores are normalized so WT=0 and scaled (2.5th percentile=-1), indicating a centered fitness readout with higher growth as more function.	-0.8329902498801791	0.2875295207636831	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000985-a-1.scores.csv
urn:mavedb:00000986-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Growth-based selection with input/output counts analyzed by DiMSum; scores normalized so WT equals 0, indicating a centered fitness metric where higher growth (stability/abundance) implies more function.	-0.8451376901104304	0.3994854808544883	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000986-a-1.scores.csv
urn:mavedb:00000987-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-derived growth-based scores normalized so WT equals 0 with negative values for destabilizing variants; yeast growth selection from input/output counts indicates fitness-style log2 enrichment centered at WT.	-0.8726210755994898	0.4111248239668917	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000987-a-1.scores.csv
urn:mavedb:00000988-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth selection with input/output counts analyzed by DiMSum; growth rates normalized so WT score=0 (centered at 0). Higher growth reflects greater stability/abundance → higher score = more function.	-0.4728152399514369	0.2456868900038309	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000988-a-1.scores.csv
urn:mavedb:00000989-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Method states fitness scores were derived from input/output sequencing counts using DiMSum and then linearly normalized so WT equals 0, with higher growth indicating more stability/function. This matches a monotonic fitness assay centered at WT≈0.	-0.7816474569741221	0.3125652143307251	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000989-a-1.scores.csv
urn:mavedb:00000990-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Variant frequencies before/after yeast growth processed with DiMSum; scores are growth-based fitness normalized so WT=0, indicating WT-anchored, centered monotonic enrichment.	-0.9320957511632983	0.3129300759200423	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000990-a-1.scores.csv
urn:mavedb:00000991-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DHFR fragment complementation in yeast links domain stability/abundance to growth; scores are fitness-derived via DiMSum and normalized so WT=0 (methodText), matching a centered-at-WT fitness readout.	-0.9459348092855564	0.1052015259254702	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000991-a-1.scores.csv
urn:mavedb:00000992-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DHFR protein-fragment complementation couples domain abundance to yeast growth; input/output counts present; scores normalized so WT=0 (methodText) consistent with centered fitness/enrichment.	-0.8836846005432364	0.1878980475346705	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000992-a-1.scores.csv
urn:mavedb:00000993-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Selection-based yeast growth measurement with input/output sequencing; scores normalized per domain so WT equals 0 and unstable variants reduce growth, matching a centered fitness/enrichment readout.	-0.4728170357052984	0.2056631304762944	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000993-a-1.scores.csv
urn:mavedb:00000994-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Variant frequencies before/after growth were analyzed with DiMSum; growth-rate-based fitness scores were normalized so WT score equals 0, indicating a centered, WT-anchored fitness metric where higher values reflect better growth/stability.	-1.1576069517353889	0.2890175067670559	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000994-a-1.scores.csv
urn:mavedb:00000995-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	"Pooled yeast growth selection with before/after sequencing analyzed by DiMSum; scores normalized so WT=0 (""Growth rates ... normalized ... such that the WT normalized fitness ('score') equals zero""), indicating a centered fitness readout where higher growth (score) reflects more stable/functional domain."	-0.8640034893072133	0.3679375170487013	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000995-a-1.scores.csv
urn:mavedb:00000996-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth selection using DHFR fragment complementation; scores derived from input/output sequencing (DiMSum) and normalized so WT fitness = 0 (methods: WT=0; lower scores reflect reduced growth due to instability), matching fitness log2-enrichment-style centered at 0.	-0.8469560600504453	0.2200759858165973	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000996-a-1.scores.csv
urn:mavedb:00000997-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText describes selection with input/output sequencing and DiMSum-derived fitness scores; Growth rates normalized so WT score=0, aligning with CENTERED_0 and WT~=0; higher growth reflects greater stability/abundance and therefore higher function.	-1.1367954946488892	0.3120252119610073	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000997-a-1.scores.csv
urn:mavedb:00000998-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth-based selection with input/output counts analyzed by DiMSum; scores normalized so WT fitness=0 (methodText: selections, DiMSum, WT normalized fitness equals zero). Higher score indicates better growth/function.	-0.5137184846033307	0.1602554257060286	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000998-a-1.scores.csv
urn:mavedb:00000999-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText states variant growth rates were inferred and normalized so WT 'score' equals 0; unstable domains reduce growth. This matches a growth-based fitness assay centered at WT.	-1.1509374977954123	0.1890942313126782	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000999-a-1.scores.csv
urn:mavedb:00001000-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-derived fitness from input/output sequencing counts; growth under methotrexate; scores normalized per domain so WT equals 0, higher scores indicate better growth (methodText: normalized WT=0).	-0.5295648185177645	0.2766586876333384	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001000-a-1.scores.csv
urn:mavedb:00001001-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-derived fitness from input/output sequencing counts; growth rates linearly normalized so WT ('score')=0 (methodText) and higher growth indicates more function, matching a centered-0 fitness readout.	-0.7408856948290741	0.343294796078502	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001001-a-1.scores.csv
urn:mavedb:00001002-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Variant frequencies before/after selection were analyzed with DiMSum to derive fitness, then normalized per domain so WT score=0 (methodText); growth in yeast serves as the readout, indicating higher scores reflect more function.	-1.196803719632735	0.375371585066837	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001002-a-1.scores.csv
urn:mavedb:00001003-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText: variant frequencies before/after selection used to infer growth rates; scores normalized per domain with WT=0 and deleterious variants negative. This is a yeast growth selection readout consistent with Fitness (log2-enrichment–style, WT-centered).	-0.5300719356121211	0.23344740466807	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001003-a-1.scores.csv
urn:mavedb:00001004-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-derived selection fitness from input/output sequencing; growth rates normalized within domain with WT score=0 (methodText), so higher growth = higher function.	-0.6777619491116706	0.3508624064958916	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001004-a-1.scores.csv
urn:mavedb:00001005-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth-based DHFR protein-fragment complementation; DiMSum-derived fitness scores normalized so WT=0 (methodText: growth rates normalized per domain; WT normalized fitness equals zero). Higher growth reflects higher function.	-0.717416936351609	0.303759320637571	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001005-a-1.scores.csv
urn:mavedb:00001006-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	"Yeast growth-based selection with DiMSum-derived scores; frequencies before/after selection; scores normalized per domain with WT=0 (""Growth rates... normalized... such that the WT normalized fitness ('score') equals zero"")."	-0.6687241106780617	0.3744081737323157	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001006-a-1.scores.csv
urn:mavedb:00001007-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast DHFR-fragment complementation couples domain stability/abundance to growth; scores are growth-rate based and normalized so WT ('score') = 0 (methodText). Higher scores reflect better growth/function.	-0.769935782373893	0.307606795479247	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001007-a-1.scores.csv
urn:mavedb:00001008-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText states yeast growth-based selection with DiMSum-derived fitness; scores normalized per domain so WT normalized fitness ('score') equals 0 and 2.5th percentile set to -1, aligning with a centered-at-WT monotonic fitness readout.	-0.7931507247411169	0.4177747951857959	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001008-a-1.scores.csv
urn:mavedb:00001009-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText indicates selection-based growth rates derived from input/output counts (DiMSum), then linearly normalized so WT normalized fitness ('score') equals zero; higher growth implies more stability/abundance and thus higher functional score.	-0.6552277049337305	0.2464872699010304	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001009-a-1.scores.csv
urn:mavedb:00001010-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth-based selection with DiMSum-derived fitness scores normalized so WT=0 (methodText). Unstable domains reduce growth (abstractText), so higher score indicates more function; centered at WT≈0 fits Fitness LOG2_ENRICHMENT.	-0.8168567853106553	0.3304463278937483	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001010-a-1.scores.csv
urn:mavedb:00001011-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast DHFR-fragment assay yields growth-based fitness; DiMSum-derived scores linearly normalized so WT ('score')=0, consistent with centered fitness semantics; higher growth/score indicates more stable/abundant domain and better function.	-0.762168519845179	0.4033682170415159	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001011-a-1.scores.csv
urn:mavedb:00001012-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast selection with input/output counts and DiMSum-derived growth rates normalized so WT score=0; higher growth indicates better function. MethodText and datasetColumns support fitness-style DMS mapping.	-0.8846744896607663	0.4984074401921323	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001012-a-1.scores.csv
urn:mavedb:00001013-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-derived growth rates from input/output selections were normalized so the WT fitness score equals 0 (methodText: ‘WT normalized fitness (score) equals zero’), indicating a WT-anchored, centered fitness assay where higher growth implies better function.	-0.9893233579061472	0.2321174250852692	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001013-a-1.scores.csv
urn:mavedb:00001014-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth-based selection with input/output sequencing; scores computed via DiMSum and normalized so WT score=0 (methodText: normalized growth rates with WT=0), so a center-0 fitness metric where higher growth reflects more stable/functional domain.	-1.105782876291337	0.0031864542759774	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001014-a-1.scores.csv
urn:mavedb:00001015-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-derived growth rates normalized so WT score=0 and lower-percentile set to -1; yeast DHFR-complementation selection measures variant fitness (higher growth=higher function).	-0.5266841733362454	0.1576532482199163	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001015-a-1.scores.csv
urn:mavedb:00001016-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Variant frequencies before/after selection analyzed with DiMSum; scores are growth-derived fitness normalized so WT=0, implying centered_0 with higher growth as more function.	-1.0487285853241644	0.3858286200246202	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001016-a-1.scores.csv
urn:mavedb:00001017-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Sequencing-based input/output selection analyzed with DiMSum; growth-rate-derived fitness scores normalized so WT=0 (methodText). Higher stability/abundance increases yeast growth (abstract), so higher score indicates more function.	-0.9923105739449128	0.1992872777555247	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001017-a-1.scores.csv
urn:mavedb:00001018-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth selection with DiMSum-derived fitness; growth rates linearly normalized per domain so WT score=0, unstable variants reduce growth (methodText, abstract).	-0.9013764544154904	0.4288864537761923	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001018-a-1.scores.csv
urn:mavedb:00001019-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth selection analyzed with DiMSum to derive per-variant fitness, then linearly normalized so WT score=0 (methodText: growth rates normalized with WT=0; selection-based frequencies before/after growth). Higher score indicates better growth/function.	-0.5200794422426106	0.1973816800243386	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001019-a-1.scores.csv
urn:mavedb:00001020-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText states variant frequencies before/after selection were quantified and fitness scores derived with DiMSum, then normalized so WT equals 0. This is a growth-based selection read out as fitness (centered at WT), matching Fitness/LOG2_ENRICHMENT with CENTERED_0.	-0.7739878526518473	0.3030629349231852	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001020-a-1.scores.csv
urn:mavedb:00001021-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Growth-based selection analyzed with DiMSum; scores normalized so WT=0 (methodText), indicating fitness/log2-enrichment style, with higher growth reflecting more stability/function.	-0.9081591270184556	0.3798978309103805	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001021-a-1.scores.csv
urn:mavedb:00001022-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText indicates input/output sequencing with DiMSum-derived fitness; growth rates normalized so WT score=0; assay couples protein stability/abundance to yeast growth → higher growth/fitness = more function.	-0.619680476918185	0.3275099602444069	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001022-a-1.scores.csv
urn:mavedb:00001023-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Variant frequencies before/after growth were sequenced and DiMSum used to derive fitness; scores normalized so WT=0, with lower growth for unstable domains indicating lower fitness (higher score = more function).	-0.6580344832534417	0.2151968946745057	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001023-a-1.scores.csv
urn:mavedb:00001024-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-based selection on yeast growth with scores normalized so WT fitness ('score') equals 0 (methodText); readout is growth rate/fitness, not a direct stability metric.	-0.576520097500537	0.413060587502441	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001024-a-1.scores.csv
urn:mavedb:00001025-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth-based selection with pre/post sequencing counts analyzed by DiMSum; growth rates normalized so WT score = 0 (centered), consistent with Fitness LOG2_ENRICHMENT semantics.	-0.750765174369123	0.3397327144861121	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001025-a-1.scores.csv
urn:mavedb:00001026-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth-based fitness scores computed with DiMSum; variant frequencies before/after selection; scores normalized so WT=0 (centered), indicating a monotonic fitness assay where higher fitness indicates greater stability/function.	-0.7386521994533605	0.3299913883931015	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001026-a-1.scores.csv
urn:mavedb:00001027-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth under DHFR fragment complementation with sequencing-based pre/post selection; scores derived via DiMSum and normalized so WT score=0, indicating a centered fitness measure where higher growth reflects more stable/functional domains.	-0.2302783737046159	0.1258149255812859	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001027-a-1.scores.csv
urn:mavedb:00001028-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText states DiMSum-derived fitness from input/output selections, with WT normalized to 0 and lower growth for unstable domains; thus higher score indicates greater growth/function.	-0.2259758724181013	0.1159103624545565	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001028-a-1.scores.csv
urn:mavedb:00001029-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DHFR PCA couples domain stability/abundance to yeast growth; counts analyzed with DiMSum to derive fitness; scores normalized so WT=0 (methodText: growth rates, DiMSum, WT normalized fitness equals zero). Higher growth = more function.	-0.7968401795033169	0.1455419249721659	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001029-a-1.scores.csv
urn:mavedb:00001030-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Variant frequencies before/after growth were quantified and fitness scores derived with DiMSum; scores were normalized so WT ('score') equals 0 (methodText), indicating a centered fitness measurement where higher scores imply better growth/function.	-0.6705881771888468	0.0576316027904048	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001030-a-1.scores.csv
urn:mavedb:00001031-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText states growth-based fitness was inferred and linearly normalized so WT score=0; output scores are centered and monotonic with higher growth/fitness implying more functional domain.	-0.7073932018095161	0.1589968110581042	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001031-a-1.scores.csv
urn:mavedb:00001032-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Scores are growth-based fitness derived with DiMSum and normalized per domain so WT equals 0 ('score' = 0); unstable domains reduce growth, so higher scores indicate more function.	-0.6137820415993978	0.2850361962511457	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001032-a-1.scores.csv
urn:mavedb:00001033-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText states variant growth rates were inferred and linearly normalized per domain so WT score=0; unstable domains reduce growth. This is a growth-based fitness readout with WT-centered scale, matching Fitness LOG2_ENRICHMENT semantics.	-0.6385939826996776	0.3558420596626755	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001033-a-1.scores.csv
