urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale
urn:mavedb:00000600-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score column is a dG value fitted from protease digestion across replicates, indicating folding stability; dG mapping uses LOWER_IS_FUNCTION as more negative (lower) dG implies higher stability/function.
urn:mavedb:00000601-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text states the score column is a log10 K50 derived from sequence count ratios in a protease digestion assay measuring folding; higher K50 implies greater stability. dG is present but secondary; primary score aligns with a K50-based stability assay.
urn:mavedb:00000601-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is log10 K50 from chymotrypsin digestion; no evidence of WT-anchored or centered normalization. Although dG columns are provided, the scoreset’s main score is K50, so mapped to Stability_K50 (RAW).
urn:mavedb:00000601-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score column is a dG value fit across protease assays, indicating folding stability; dG (more negative) implies higher stability and function.
urn:mavedb:00000602-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score column is a dG value fitted across proteases to assess folding; this matches Stability_DG (DG_KCAL_MOL) where more negative dG indicates greater stability/function.
urn:mavedb:00000602-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 from trypsin digestion to assess folding; not WT-relative or centered. Closest catalog match is Stability_K50 with K50_RAW. dG is present as a derived column but the scoreset’s primary score is K50.
urn:mavedb:00000602-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 per variant from protease digestion; datasetColumns list dG but the designated score is log10 K50 and not reported as WT-centered or relative, so the safest mapping is Stability_K50:K50_RAW.
urn:mavedb:00000603-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fit across proteases to assess folding; protease digestion infers folding free energy, mapping to Stability_DG (DG_KCAL_MOL).
urn:mavedb:00000603-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from trypsin digestion to assess folding; datasetColumns list 'score' as log10 K50. Higher K50 implies greater stability, so HIGHER_IS_FUNCTION fits K50 stability assays.
urn:mavedb:00000603-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the primary score is a log10 K50 from chymotrypsin digestion to assess folding; higher K50 indicates greater protease resistance/stability, fitting the Stability_K50 monotonic schema. dG fields are present but secondary.
urn:mavedb:00000604-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Metadata states scores are dG values fit via a coupled Bayesian model from protease digestion to assess folding stability, matching thermodynamic ΔG.
urn:mavedb:00000604-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text states the primary score is log10 K50 derived from sequence count ratios for chymotrypsin digestion (protease-based folding/stability assay). dG is ancillary. Higher K50 reflects greater stability → map to Stability_K50 LOG10_K50_STANDARDIZED.
urn:mavedb:00000604-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is a log10 K50 from trypsin digestion to assess folding; higher K50 indicates greater stability/function. Primary score column is log10 K50, matching Stability_K50 LOG10_K50 mapping.
urn:mavedb:00000605-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is the log10 K50 from trypsin digestion; no WT-centering/relative normalization is described. Although dG columns are provided, the primary score is K50-derived. Higher K50 indicates greater protease resistance (more stable folding).
urn:mavedb:00000605-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is a log10 K50 from chymotrypsin digestion; no WT anchoring or centering is described. Although dG columns exist, the primary score column is log10 K50, so map to K50_RAW (higher K50 indicates greater protease resistance/stability).
urn:mavedb:00000605-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Metadata states the score is a dG value inferred from protease digestion across trypsin and chymotrypsin to assess folding stability; dG is the folding free energy (more negative implies more stable).
urn:mavedb:00000606-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is a log10 K50 derived from trypsin digestion; no WT-anchoring or centering is described. Assay measures folding stability via protease susceptibility, so higher K50 indicates more stability/function. dG columns are derived, but the primary score is K50.
urn:mavedb:00000606-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is log10 K50 from chymotrypsin digestion to assess folding; higher K50 indicates greater stability. Although dG is provided, the scored column is K50, so Stability_K50 LOG10_K50 mapping is the closest monotonic specification.
urn:mavedb:00000606-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score column is a dG value fitted across protease digestion assays to assess folding; dG more negative indicates greater stability. No explicit ΔΔG or WT-relative phrasing, so map to DG_KCAL_MOL.
urn:mavedb:00000607-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit by a Bayesian model across trypsin/chymotrypsin digestion, measuring folding stability; dG is a thermodynamic stability metric where more negative implies greater folding stability.
urn:mavedb:00000607-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 from trypsin digestion (protease susceptibility to infer folding), which is monotonic with stability; no WT-anchored normalization is described. dG is present but as derived fields, not the main score.
urn:mavedb:00000607-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text states the primary score is a log10 K50 derived from protease digestion (a folding stability proxy); not centered to WT or expressed as relative fold, so the closest standardized row is K50_RAW with higher K50 indicating greater stability/function.
urn:mavedb:00000608-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	methodText states the score column is a dG value from a Bayesian coupled model across trypsin/chymotrypsin digestion; abstract indicates folding/stability measurement, so map to Stability_DG (dG).
urn:mavedb:00000608-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is a log10 K50 from trypsin digestion; values are not reported relative to WT, and dG is derived from K50. In protease protection assays, higher K50 indicates greater resistance to digestion (more folded), so higher implies more function.
urn:mavedb:00000608-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the primary score is a log10 K50 derived from chymotrypsin digestion to assess folding; datasetColumns list 'score' as log10 K50, with optional dG derived but not the main score. K50 higher implies greater stability/function. No clear WT normalization is provided, but LOG10_K50 is the closest standardized monotonic K50-based subtype.
urn:mavedb:00000609-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG fitted from protease digestion counts to assess folding; dG is a stability metric where lower (more negative) indicates more stable, consistent with Stability_DG:DG_KCAL_MOL.
urn:mavedb:00000609-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Assay is protease (trypsin) digestion to assess folding; primary score is log10 K50 derived from sequence count ratios, with dG computed from K50. This matches Stability_K50 (log10 K50) semantics where higher K50 indicates more protease resistance (more folded). No explicit neutral thresholds provided.
urn:mavedb:00000609-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 derived from sequence count ratios; no WT-centered or relative normalization is described. Although dG columns are present, their baseline/units are not specified. Therefore the safest mapping is Stability_K50 K50_RAW (higher K50 indicates greater folding/stability).
urn:mavedb:00000610-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata specifies the primary score as log10 K50 from trypsin digestion to assess folding; this is a monotonic stability proxy where higher K50 indicates greater resistance/folding. Although dG columns are provided, the scoreset’s main score is log10 K50, so the Stability_K50 (log-form) mapping is the closest fit.
urn:mavedb:00000610-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 derived from digestion (folding proxy) without WT-centering or relative normalization; thus map to raw K50 semantics where higher K50 indicates greater folding/stability.
urn:mavedb:00000610-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Metadata states the score column is a dG value fit by a coupled Bayesian model across trypsin/chymotrypsin protease assays to assess folding; this maps to Stability ΔG (absolute) in kcal/mol.
urn:mavedb:00000611-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is log10 K50 from trypsin digestion with no WT normalization; higher K50 implies greater folding stability. This best matches Stability_K50 K50_RAW. dG columns exist but are not the primary score.
urn:mavedb:00000611-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is a log10 K50 from chymotrypsin digestion; not WT-relative or centered. dG columns are derived, but the main score is K50-based. Therefore map to Stability_K50: K50_RAW (higher K50 → more stability/function).
urn:mavedb:00000611-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit across proteases to assess folding; abstract describes protease digestion measuring folding stability, consistent with thermodynamic ΔG. No indication of ΔΔG or alternative axes.
urn:mavedb:00000612-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score column is log10 K50 from trypsin digestion (folding assay), not WT-centered/relative. Higher K50 indicates greater stability. Although dG columns are provided, the scoreset’s primary metric is K50.
urn:mavedb:00000612-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is the log10 K50 per variant from sequence count ratios; this is a monotonic folding/stability proxy where higher K50 indicates increased folding/stability. DatasetColumns list 'score' as log10 K50; dG is auxiliary.
urn:mavedb:00000612-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the score is a dG value fit from protease digestion (trypsin/chymotrypsin) to assess folding; dG more negative indicates more stable, mapping to Stability_DG (DG_KCAL_MOL). No explicit WT-relative normalization or neutral thresholds are provided.
urn:mavedb:00000613-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is a log10 K50 per variant (trypsin digestion) without WT-relative centering; dG provided as auxiliary columns but the primary score is K50-derived. Higher K50 indicates greater protease resistance (more folding/stability).
urn:mavedb:00000613-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 derived from protease digestion to assess folding; higher K50 implies greater stability. dG was derived from K50 but the main score column is log10 K50.
urn:mavedb:00000613-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Metadata states the score column is the dG value fit from protease-digestion data to measure folding; hence a stability ΔG assay where more negative ΔG implies higher stability.
urn:mavedb:00000614-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG (Gibbs free energy of folding) inferred across trypsin/chymotrypsin; lower (more negative) dG implies greater stability/function.
urn:mavedb:00000614-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary 'score' is a log10 K50 value from trypsin digestion, indicating folding stability; datasetColumns confirm 'score' and confidence intervals for log10 K50.
urn:mavedb:00000614-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 from chymotrypsin digestion to assess folding; no evidence of WT-centered normalization, so map to K50_RAW where higher K50 indicates more stable/functional.
urn:mavedb:00000615-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fit from protease digestion to assess folding; this maps to stability ΔG with lower (more negative) indicating higher stability.
urn:mavedb:00000615-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText: score is log10 K50 from trypsin digestion to assess folding; not described as WT-relative. Primary score column is log10 K50; dG provided but not the main score.
urn:mavedb:00000615-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Assay is chymotrypsin proteolysis to assess folding; the primary score column is log10 K50 computed from sequence count ratios, consistent with K50 stability metrics where higher K50 indicates increased resistance/stability.
urn:mavedb:00000616-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fitted via a coupled protease model; abstract confirms protease digestion to assess folding, consistent with ΔG-based stability.
urn:mavedb:00000616-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Score is explicitly 'log10 K50' from trypsin proteolysis measuring folding; no WT-centered or relative normalization indicated. Primary score column is K50-derived (not ΔG), so mapped to Stability_K50 K50_RAW as the closest safe, monotonic specification.
urn:mavedb:00000616-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the log10 K50 value' from chymotrypsin digestion to assess folding; datasetColumns show primary 'score' as log10 K50 with derived dG. This maps to Stability_K50 (log10 K50). No explicit WT-centering thresholds provided, so neutral bands are unknown.
urn:mavedb:00000617-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit across trypsin/chymotrypsin protease assays to assess folding; dG (more negative = more stable) maps to Stability_DG DG_KCAL_MOL.
urn:mavedb:00000617-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the score column is log10 K50 from trypsin digestion measuring folding; not WT-centered or relative. K50 is a protease-resistance stability metric where higher indicates more folded/stable, so Stability_K50 with RAW K50 semantics fits best.
urn:mavedb:00000617-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from chymotrypsin digestion; higher K50 indicates greater folding stability. No WT-centered or relative normalization is described, so map to K50_RAW rather than LOG10_K50_RELATIVE/STANDARDIZED. dG columns exist but are secondary to the score.
urn:mavedb:00000618-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the scores are dG values fit across trypsin and chymotrypsin; Abstract describes protease digestion to assess folding, indicating ΔG-based stability.
urn:mavedb:00000618-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from protease digestion and dG is derived from K50; no WT-relative centering is described. Thus map to K50_RAW (higher K50 ↔ greater folding/stability).
urn:mavedb:00000618-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the score column is the log10 K50 from trypsin digestion used to infer folding; no WT-centering or relative scaling is described. Higher K50 implies greater protease resistance (more folded), so map to Stability_K50 K50_RAW with HIGHER_IS_FUNCTION.
urn:mavedb:00000619-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 derived from sequence count ratios; chymotrypsin digestion is a protease-based folding/stability assay where higher K50 implies greater stability/function. dG columns exist but are ancillary to the main score.
urn:mavedb:00000619-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText: "score column is the log10 K50 value" from trypsin digestion measuring folding; no WT-centered or relative normalization indicated. dG provided as auxiliary but primary score is K50.
urn:mavedb:00000619-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Metadata states the score is a dG value fit from protease digestion (trypsin/chymotrypsin) to measure folding; thus a stability free-energy measurement (dG, kcal/mol), where more negative dG implies higher stability.
urn:mavedb:00000620-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 derived from sequence count ratios in a trypsin protease folding assay; datasetColumns include dG derived from K50 confirming a stability assay. Log-transformed K50 aligns with Stability_K50 LOG10_K50 semantics; higher K50 indicates greater protease resistance/stability.
urn:mavedb:00000620-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 per variant from protease digestion; this measures folding stability and is not described as WT-centered or relative, so the closest monotonic mapping is K50_RAW (higher K50 indicates greater stability).
urn:mavedb:00000620-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score column is the dG value from a coupled (trypsin/chymotrypsin) model to measure folding, i.e., thermodynamic stability; thus Stability_DG with dG subtype and lower (more negative) implying greater stability/function.
urn:mavedb:00000621-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from trypsin digestion to assess folding; higher K50 indicates greater stability/resistance. Although dG columns are present, the main assay output is K50, so mapped to Stability_K50 (log-transformed, monotonic).
urn:mavedb:00000621-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method reports the primary score as log10 K50 from chymotrypsin digestion to assess folding; higher K50 corresponds to greater stability/function. dG columns are derived from K50, confirming a stability K50 assay.
urn:mavedb:00000621-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Metadata states the score is a dG value fitted across replicates and proteases to assess folding; ΔG mapping (more negative = more stable) matches Stability_DG/DG_KCAL_MOL.
urn:mavedb:00000622-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Metadata states the score is a dG value fitted across protease digestions to quantify folding; dG of folding maps to Stability_DG with lower (more negative) indicating greater stability/function.
urn:mavedb:00000622-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText and datasetColumns indicate the primary score is log10 K50 from trypsin digestion to assess folding; higher K50 reflects greater stability, so Stability_K50 with a log-transformed subtype is the closest monotonic mapping.
urn:mavedb:00000622-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from protease digestion; no WT-anchoring or centering is described. DatasetColumns list dG, but the 'score' is K50-derived. Mapping to Stability_K50 RAW avoids incorrect assumptions about normalization.
urn:mavedb:00000623-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score column is a dG value fit by a Bayesian coupled model across proteases; Abstract describes protease digestion to infer folding stability, which maps to thermodynamic ΔG.
urn:mavedb:00000623-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from sequence count ratios for protease digestion to assess folding; no WT anchoring or normalization is described, so map to Stability_K50/K50_RAW.
urn:mavedb:00000623-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the main score is a log10 K50 derived from protease digestion to assess folding; no indication of WT-relative centering or normalization. DatasetColumns confirm 'score' is log10 K50, with dG provided secondarily. Thus map to raw K50 stability (higher K50 = more stable).
urn:mavedb:00000624-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score is a dG value fit by a coupled Bayesian model across proteases to capture folding stability; dG (kcal/mol) with lower values indicating greater stability matches Stability_DG:DG_KCAL_MOL.
urn:mavedb:00000624-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from trypsin digestion to assess folding; no WT-centered normalization is indicated. dG is derived, but the assay’s direct output is K50, so Stability_K50 (RAW K50) is the closest mapping with higher K50 implying greater stability.
